TIME,VALUE,LABEL
0.000000000,0
0.023219955,0
0.046439909,0
0.069659864,0
0.092879819,1.07086
0.116099773,1.15773
0.139319728,0.144994
0.162539683,0.16076
0.185759637,0
0.208979592,0
0.232199546,1.75987
0.255419501,1.20267
0.278639456,0.0350122
0.301859410,0
0.325079365,0
0.348299320,0
0.371519274,0
0.394739229,0
0.417959184,0
0.441179138,0
0.464399093,0
0.487619048,0
0.510839002,0
0.534058957,0
0.557278912,0
0.580498866,0
0.603718821,0
0.626938776,0.0803775
0.650158730,1.27056
0.673378685,1.23696
0.696598639,0.272891
0.719818594,0
0.743038549,0
0.766258503,0
0.789478458,0
0.812698413,0
0.835918367,0
0.859138322,0
0.882358277,0
0.905578231,0
0.928798186,0
0.952018141,0
0.975238095,0
0.998458050,0
1.021678005,0
1.044897959,0.0694053
1.068117914,1.35104
1.091337868,0.439634
1.114557823,0
1.137777778,0
1.160997732,0
1.184217687,0
1.207437642,0
1.230657596,0
1.253877551,0
1.277097506,0
1.300317460,0
1.323537415,0
1.346757370,0
1.369977324,0
1.393197279,0
1.416417234,0
1.439637188,1.59838
1.462857143,3.06997
1.486077098,0.0848149
1.509297052,0
1.532517007,0
1.555736961,0
1.578956916,0
1.602176871,0
1.625396825,0
1.648616780,0
1.671836735,0
1.695056689,0
1.718276644,0
1.741496599,0
1.764716553,0
1.787936508,0
1.811156463,0
1.834376417,0
1.857596372,1.52358
1.880816327,1.43318
1.904036281,0
1.927256236,0
1.950476190,0
1.973696145,0
1.996916100,0
2.020136054,0
2.043356009,0
2.066575964,0
2.089795918,0
2.113015873,0
2.136235828,0
2.159455782,0
2.182675737,0
2.205895692,0
2.229115646,0
2.252335601,0.671651
2.275555556,2.55964
2.298775510,0.323554
2.321995465,0
2.345215420,0
2.368435374,0
2.391655329,0
2.414875283,0
2.438095238,0
2.461315193,0
2.484535147,0
2.507755102,0
2.530975057,0
2.554195011,0
2.577414966,0
2.600634921,0
2.623854875,0
2.647074830,0
2.670294785,0.459554
2.693514739,1.68416
2.716734694,0.310469
2.739954649,0
2.763174603,0
2.786394558,0
2.809614512,0
2.832834467,0
2.856054422,0
2.879274376,0
2.902494331,0
2.925714286,0
2.948934240,0
2.972154195,0
2.995374150,0
3.018594104,0
3.041814059,0
3.065034014,0
3.088253968,0.863065
3.111473923,3.46532
3.134693878,0.397801
3.157913832,0
3.181133787,0
3.204353741,0
3.227573696,0
3.250793651,0
3.274013605,0
3.297233560,0
3.320453515,0
3.343673469,0
3.366893424,0
3.390113379,0
3.413333333,0
3.436553288,0
3.459773243,0
3.482993197,0
3.506213152,0.525259
3.529433107,2.12596
3.552653061,0.0759359
3.575873016,0
3.599092971,0
3.622312925,0
3.645532880,0
3.668752834,0
3.691972789,0
3.715192744,0
3.738412698,0
3.761632653,0
3.784852608,0
3.808072562,0
3.831292517,0
3.854512472,0
3.877732426,0
3.900952381,0
3.924172336,5.03615
3.947392290,2.61464
3.970612245,0.110337
3.993832200,0
4.017052154,0
4.040272109,0
4.063492063,0
4.086712018,0
4.109931973,0
4.133151927,0
4.156371882,0
4.179591837,0
4.202811791,0
4.226031746,0
4.249251701,0
4.272471655,0
4.295691610,0
4.318911565,1.38049
4.342131519,2.28732
4.365351474,0.587463
4.388571429,0
4.411791383,0
4.435011338,0
4.458231293,0
4.481451247,0
4.504671202,0
4.527891156,0
4.551111111,0
4.574331066,0
4.597551020,0
4.620770975,0
4.643990930,0
4.667210884,0
4.690430839,0
4.713650794,0
4.736870748,0
4.760090703,1.42077
4.783310658,1.32326
4.806530612,0
4.829750567,0
4.852970522,0
4.876190476,0
4.899410431,0
4.922630385,0
4.945850340,0
4.969070295,0
4.992290249,0
5.015510204,0
5.038730159,0
5.061950113,0
5.085170068,0
5.108390023,0
5.131609977,0.261409
5.154829932,1.3677
5.178049887,0.107149
5.201269841,0.0952377
5.224489796,0
5.247709751,0
5.270929705,0
5.294149660,0
5.317369615,0
5.340589569,0
5.363809524,0
5.387029478,0
5.410249433,0
5.433469388,0
5.456689342,0
5.479909297,0
5.503129252,1.05565
5.526349206,3.18376
5.549569161,1.83723
5.572789116,0.326885
5.596009070,0
5.619229025,0
5.642448980,0
5.665668934,0
5.688888889,0.0409737
5.712108844,0.00475749
5.735328798,0
5.758548753,0
5.781768707,0
5.804988662,0
5.828208617,0
5.851428571,0
5.874648526,0
5.897868481,0
5.921088435,0
5.944308390,0
5.967528345,0.29158
5.990748299,0.259979
6.013968254,0
6.037188209,0
6.060408163,0
6.083628118,0
6.106848073,0
6.130068027,0
6.153287982,0
6.176507937,0
6.199727891,0
6.222947846,0
6.246167800,0
6.269387755,0
6.292607710,0
6.315827664,0
6.339047619,1.35119
6.362267574,2.48594
6.385487528,2.4862
6.408707483,0.242282
6.431927438,0
6.455147392,0
6.478367347,0
6.501587302,0
6.524807256,0
6.548027211,0
6.571247166,0
6.594467120,0
6.617687075,0
6.640907029,0
6.664126984,0
6.687346939,0
6.710566893,0
6.733786848,0
6.757006803,0
6.780226757,0
6.803446712,0.74704
6.826666667,0.0817558
6.849886621,0
6.873106576,0
6.896326531,0
6.919546485,0
6.942766440,0
6.965986395,0
6.989206349,0
7.012426304,0
7.035646259,0
7.058866213,0
7.082086168,0
7.105306122,0
7.128526077,0
7.151746032,0.827913
7.174965986,1.36859
7.198185941,0.707527
7.221405896,0.52653
7.244625850,0
7.267845805,0
7.291065760,0.0209285
7.314285714,0
7.337505669,0
7.360725624,0
7.383945578,0
7.407165533,0
7.430385488,0
7.453605442,0
7.476825397,0
7.500045351,0
7.523265306,0
7.546485261,0
7.569705215,0
7.592925170,0
7.616145125,0.415598
7.639365079,0.0685892
7.662585034,0
7.685804989,0
7.709024943,0
7.732244898,0
7.755464853,0
7.778684807,0
7.801904762,0
7.825124717,0
7.848344671,0
7.871564626,0
7.894784580,0
7.918004535,0
7.941224490,0
7.964444444,0.628803
7.987664399,1.29485
8.010884354,0.690195
8.034104308,0.818827
8.057324263,0.00211284
8.080544218,0
8.103764172,0
8.126984127,0
8.150204082,0
8.173424036,0
8.196643991,0
8.219863946,0
8.243083900,0
8.266303855,0
8.289523810,0
8.312743764,0
8.335963719,0
8.359183673,0
8.382403628,0
8.405623583,0
8.428843537,0.51865
8.452063492,0.525184
8.475283447,0
8.498503401,0
8.521723356,0
8.544943311,0
8.568163265,0
8.591383220,0
8.614603175,0
8.637823129,0
8.661043084,0
8.684263039,0
8.707482993,0
8.730702948,0
8.753922902,0
8.777142857,0
8.800362812,0
8.823582766,0
8.846802721,2.75231
8.870022676,2.02519
8.893242630,0
8.916462585,0
8.939682540,0
8.962902494,0
8.986122449,0
9.009342404,0
9.032562358,0
9.055782313,0
